"UUID","Name (en)","Unit (en)","UnitGroup UUID","Country/-ies"
"fb774615-0575-45de-9a89-1ded92f19770","Global warming potential except emissions and uptake of biogenic carbon (GWP-IOBC/GHG)","kg CO2 eqv.","1ebf3012-d0db-4de2-aefd-ef30cedb0be1","Finland, Norway, Sweden"
